"DTI_CL_ANO","Año","DTI_CL_CUT_2010","Región Provincia Comuna","Value","Flag Codes","Flags"
"2005","2005","05103","Concón",30953.72057289,,
"2005","2005","05109","Viña del Mar",268137.3532175,,
"2005","2005","05301","Los Andes",19350.6120748024,,
"2005","2005","05601","San Antonio",32601.6891605517,,
"2005","2005","05701","San Felipe",18741.0917038931,,
"2005","2005","05801","Quilpué",82613.24183953,,
"2005","2005","05804","Villa Alemana",25303.52311785,,
"2005","2005","06101","Rancagua",81299.6626592,,
"2005","2005","06301","San Fernando",17192.6473128491,,
"2005","2005","07101","Talca",83857.35145618,,
"2005","2005","07301","Curicó",31890.4840121575,,
"2005","2005","07401","Linares",23103.8687842151,,
"2005","2005","08101","Concepción",172570.62676079,,
"2005","2005","08102","Coronel",75463.11679124,,
"2005","2005","08103","Chiguayante",52155.10349655,,
"2005","2005","08105","Hualqui",3447.608464555,,
"2005","2005","08106","Lota",9570.695731207,,
"2005","2005","08107","Penco",33848.473625312,,
"2005","2005","08108","San Pedro de la Paz",94625.46100222,,
"2005","2005","08110","Talcahuano",90361.5471763,,
"2005","2005","08111","Tomé",9668.503760787,,
"2005","2005","08112","Hualpén",44784.43084384,,
"2005","2005","08301","Los Ángeles",54850.86987542,,
"2005","2005","08401","Chillán",66921.26319796,,
"2005","2005","09101","Temuco",99274.0167976,,
"2005","2005","09112","Padre Las Casas",16883.35986763,,
"2005","2005","09201","Angol",10434.9000037325,,
"2005","2005","14101","Valdivia",51561.60260647,,
"2005","2005","10101","Puerto Montt",73766.25583653,,
"2005","2005","10301","Osorno",34108.72256233,,
"2005","2005","11101","Coyhaique",17711.6269948435,,
"2005","2005","12101","Punta Arenas",33488.1287171916,,
"2005","2005","13101","Santiago",399373.103811,,
"2005","2005","13102","Cerrillos",132367.4804782,,
"2005","2005","13103","Cerro Navia",23535.81505535,,
"2005","2005","13104","Conchalí",65070.5173712,,
"2005","2005","13105","El Bosque",58111.4637641,,
"2005","2005","13106","Estación Central",127629.007725,,
"2005","2005","13107","Huechuraba",65031.79518414,,
"2005","2005","13108","Independencia",80949.7800271,,
"2005","2005","13109","La Cisterna",119545.8956883,,
"2005","2005","13110","La Florida",226231.298038,,
"2005","2005","13111","La Granja",97225.2426712,,
"2005","2005","13112","La Pintana",91204.7622392,,
"2005","2005","13113","La Reina",92675.9106246,,
"2005","2005","13114","Las Condes",244205.063059,,
"2005","2005","13115","Lo Barnechea",48932.2290024,,
"2005","2005","13116","Lo Espejo",72985.9912885,,
"2005","2005","13117","Lo Prado",26978.65615199,,
"2005","2005","13118","Macul",145291.8281284,,
"2005","2005","13119","Maipú",250251.917496,,
"2005","2005","13120","Ñuñoa",202687.376327,,
"2005","2005","13121","Pedro Aguirre Cerda",55183.9655614,,
"2005","2005","13122","Peñalolén",124011.2598931,,
"2005","2005","13123","Providencia",237489.8577053,,
"2005","2005","13124","Pudahuel",77570.945433,,
"2005","2005","13125","Quilicura",120587.447644,,
"2005","2005","13126","Quinta Normal",79265.7873502,,
"2005","2005","13127","Recoleta",74582.6493722,,
"2005","2005","13128","Renca",119479.3584912,,
"2005","2005","13129","San Joaquín",59598.5189448,,
"2005","2005","13130","San Miguel",90837.3473719,,
"2005","2005","13131","San Ramón",51426.7997743,,
"2005","2005","13132","Vitacura",149966.1872437,,
"2005","2005","13201","Puente Alto",165433.454368,,
"2005","2005","13301","Colina",86806.5994341,,
"2005","2005","13302","Lampa",45337.9080747,,
"2005","2005","13401","San Bernardo",333009.928689,,
"2006","2006","15101","Arica",78698.07815,,
"2006","2006","01101","Iquique",142906.34492,,
"2006","2006","02101","Antofagasta",46291.78125365,,
"2006","2006","02201","Calama",137816.3683817,,
"2006","2006","03101","Copiapó",56435.10587086,,
"2006","2006","04101","La Serena",92120.7662966,,
"2006","2006","04102","Coquimbo",73078.2617816,,
"2006","2006","04301","Ovalle",27376.7259387031,,
"2006","2006","05101","Valparaíso",155332.50029871,,
"2006","2006","05103","Concón",35731.46868181,,
"2006","2006","05109","Viña del Mar",272309.8379329,,
"2006","2006","05301","Los Andes",21248.532348222,,
"2006","2006","05601","San Antonio",33417.9358593446,,
"2006","2006","05701","San Felipe",19351.9699599331,,
"2006","2006","05801","Quilpué",80382.11359373,,
"2006","2006","05804","Villa Alemana",23475.13533162,,
"2006","2006","06101","Rancagua",82506.8820262,,
"2006","2006","06301","San Fernando",18646.3704798754,,
"2006","2006","07101","Talca",61937.0438113,,
"2006","2006","07301","Curicó",35356.3954227386,,
"2006","2006","07401","Linares",24836.5664230712,,
"2006","2006","08101","Concepción",176427.05392109,,
"2006","2006","08102","Coronel",132426.62930015,,
"2006","2006","08103","Chiguayante",52148.62119958,,
"2006","2006","08105","Hualqui",4552.807675544,,
"2006","2006","08106","Lota",11962.497879852,,
"2006","2006","08107","Penco",53411.9051673,,
"2006","2006","08108","San Pedro de la Paz",120195.28673894,,
"2006","2006","08110","Talcahuano",136370.45690577,,
"2006","2006","08111","Tomé",21058.478390443,,
"2006","2006","08112","Hualpén",54003.59424132,,
"2006","2006","08301","Los Ángeles",50410.6583739,,
"2006","2006","08401","Chillán",46784.34873576,,
"2006","2006","09101","Temuco",112491.2482596,,
"2006","2006","09112","Padre Las Casas",10063.97732756,,
"2006","2006","09201","Angol",10889.152067251,,
"2006","2006","14101","Valdivia",57058.56532221,,
"2006","2006","10101","Puerto Montt",80674.69090453,,
"2006","2006","10301","Osorno",30091.14403579,,
"2006","2006","11101","Coyhaique",20637.8097664847,,
"2006","2006","12101","Punta Arenas",53657.6856469663,,
"2006","2006","13101","Santiago",459142.215412,,
"2006","2006","13102","Cerrillos",88113.6861505,,
"2006","2006","13103","Cerro Navia",44109.8496844,,
"2006","2006","13104","Conchalí",140669.4635854,,
"2006","2006","13105","El Bosque",83537.8285648,,
"2006","2006","13106","Estación Central",98606.314591,,
"2006","2006","13107","Huechuraba",96668.0068493,,
"2006","2006","13108","Independencia",85897.5915158,,
"2006","2006","13109","La Cisterna",103160.6569282,,
"2006","2006","13110","La Florida",337456.930461,,
"2006","2006","13111","La Granja",94226.2868311,,
"2006","2006","13112","La Pintana",116216.5230474,,
"2006","2006","13113","La Reina",150453.325779,,
"2006","2006","13114","Las Condes",290610.380429,,
"2006","2006","13115","Lo Barnechea",61976.2991804,,
"2006","2006","13116","Lo Espejo",51929.8578605,,
"2006","2006","13117","Lo Prado",52348.861138,,
"2006","2006","13118","Macul",169310.364925,,
"2006","2006","13119","Maipú",188914.616523,,
"2006","2006","13120","Ñuñoa",211623.149284,,
"2006","2006","13121","Pedro Aguirre Cerda",93127.599056,,
"2006","2006","13122","Peñalolén",125503.9642122,,
"2006","2006","13123","Providencia",251663.961551,,
"2006","2006","13124","Pudahuel",56351.831991,,
"2006","2006","13125","Quilicura",68337.6874552,,
"2006","2006","13126","Quinta Normal",110619.1378551,,
"2006","2006","13127","Recoleta",191421.3415937,,
"2006","2006","13128","Renca",57667.5320535,,
"2006","2006","13129","San Joaquín",90690.4679241,,
"2006","2006","13130","San Miguel",89182.8506118,,
"2006","2006","13131","San Ramón",61556.9025033,,
"2006","2006","13132","Vitacura",156828.041843,,
"2006","2006","13201","Puente Alto",366531.6983265,,
"2006","2006","13301","Colina",133721.676596,,
"2006","2006","13302","Lampa",68633.4387498,,
"2006","2006","13401","San Bernardo",199278.412953,,
"2007","2007","15101","Arica",89743.3435463,,
"2007","2007","01101","Iquique",149226.5972768,,
"2007","2007","02101","Antofagasta",214470.9098162,,
"2007","2007","02201","Calama",148618.084606,,
"2007","2007","03101","Copiapó",56843.31963651,,
"2007","2007","04101","La Serena",91499.7805891,,
"2007","2007","04102","Coquimbo",72581.8839326,,
"2007","2007","04301","Ovalle",35159.33353019,,
"2007","2007","05101","Valparaíso",153928.79825011,,
"2007","2007","05103","Concón",35098.48839618,,
"2007","2007","05109","Viña del Mar",268513.4700958,,
"2007","2007","05301","Los Andes",29054.53022519,,
"2007","2007","05601","San Antonio",41309.20912539,,
"2007","2007","05701","San Felipe",25979.17605164,,
"2007","2007","05801","Quilpué",79244.35280806,,
"2007","2007","05804","Villa Alemana",23249.70284038,,
"2007","2007","06101","Rancagua",83359.55771963,,
"2007","2007","06301","San Fernando",22635.76558093,,
"2007","2007","07101","Talca",126794.6698274,,
"2007","2007","07301","Curicó",44347.93229926,,
"2007","2007","07401","Linares",32135.37671134,,
"2007","2007","08101","Concepción",169797.4245569,,
"2007","2007","08102","Coronel",107997.6405238,,
"2007","2007","08103","Chiguayante",53268.2429139,,
"2007","2007","08105","Hualqui",4640.12153434,,
"2007","2007","08106","Lota",12066.558648799,,
"2007","2007","08107","Penco",54029.08229293,,
"2007","2007","08108","San Pedro de la Paz",119879.6505571,,
"2007","2007","08110","Talcahuano",115886.7353519,,
"2007","2007","08111","Tomé",20381.316514022,,
"2007","2007","08112","Hualpén",55731.7320124,,
"2007","2007","08301","Los Ángeles",62241.51852719,,
"2007","2007","08401","Chillán",71955.35545545,,
"2007","2007","09101","Temuco",122501.4378395,,
"2007","2007","09112","Padre Las Casas",10518.75887631,,
"2007","2007","09201","Angol",14992.825373433,,
"2007","2007","14101","Valdivia",56799.31541666,,
"2007","2007","10101","Puerto Montt",69110.67597955,,
"2007","2007","10301","Osorno",49666.09197749,,
"2007","2007","11101","Coyhaique",26620.680331238,,
"2007","2007","12101","Punta Arenas",67763.73226868,,
"2007","2007","13101","Santiago",517699.97109,,
"2007","2007","13102","Cerrillos",138351.4237767,,
"2007","2007","13103","Cerro Navia",25220.7537187,,
"2007","2007","13104","Conchalí",71986.802464,,
"2007","2007","13105","El Bosque",51054.6365451,,
"2007","2007","13106","Estación Central",140629.162628,,
"2007","2007","13107","Huechuraba",89493.55697697,,
"2007","2007","13108","Independencia",103827.8802112,,
"2007","2007","13109","La Cisterna",143001.335163,,
"2007","2007","13110","La Florida",271016.850727,,
"2007","2007","13111","La Granja",107442.794502,,
"2007","2007","13112","La Pintana",72513.4747663,,
"2007","2007","13113","La Reina",125681.0286119,,
"2007","2007","13114","Las Condes",358891.952698,,
"2007","2007","13115","Lo Barnechea",62561.59752108,,
"2007","2007","13116","Lo Espejo",68045.02393,,
"2007","2007","13117","Lo Prado",34847.2675063,,
"2007","2007","13118","Macul",173430.9064,,
"2007","2007","13119","Maipú",241089.414666,,
"2007","2007","13120","Ñuñoa",272005.638139,,
"2007","2007","13121","Pedro Aguirre Cerda",55745.3686461,,
"2007","2007","13122","Peñalolén",151089.864241,,
"2007","2007","13123","Providencia",344982.83414,,
"2007","2007","13124","Pudahuel",86489.5570393,,
"2007","2007","13125","Quilicura",133409.191907,,
"2007","2007","13126","Quinta Normal",100606.4329571,,
"2007","2007","13127","Recoleta",99988.3301665,,
"2007","2007","13128","Renca",143687.022782,,
"2007","2007","13129","San Joaquín",69387.3771621,,
"2007","2007","13130","San Miguel",113234.5776771,,
"2007","2007","13131","San Ramón",63501.6375229,,
"2007","2007","13132","Vitacura",212198.155107,,
"2007","2007","13201","Puente Alto",164540.543909,,
"2007","2007","13301","Colina",34478.1120396,,
"2007","2007","13302","Lampa",34491.82819586,,
"2007","2007","13401","San Bernardo",189685.083843,,
"2008","2008","15101","Arica",93962.37536081,,
"2008","2008","01101","Iquique",164024.31567343,,
"2008","2008","02101","Antofagasta",235839.28747889,,
"2008","2008","02201","Calama",141667.7195684,,
"2008","2008","03101","Copiapó",58646.04595925,,
"2008","2008","04101","La Serena",95936.1517225,,
"2008","2008","04102","Coquimbo",75481.0508164,,
"2008","2008","04301","Ovalle",39369.3651551948,,
"2008","2008","05101","Valparaíso",161762.49295665,,
"2008","2008","05103","Concón",38059.26593818,,
"2008","2008","05109","Viña del Mar",290988.6704732,,
"2008","2008","05301","Los Andes",29857.3903475814,,
"2008","2008","05601","San Antonio",47567.0575563819,,
"2008","2008","05701","San Felipe",28226.6988341839,,
"2008","2008","05801","Quilpué",81116.7411978,,
"2008","2008","05804","Villa Alemana",23749.32206396,,
"2008","2008","06101","Rancagua",85949.10241069,,
"2008","2008","06301","San Fernando",25803.5134396088,,
"2008","2008","07101","Talca",134057.4237858,,
"2008","2008","07301","Curicó",51044.9612414472,,
"2008","2008","07401","Linares",35433.1613410125,,
"2008","2008","08101","Concepción",181609.41659731,,
"2008","2008","08102","Coronel",135152.30053571,,
"2008","2008","08103","Chiguayante",54635.2774519,,
"2008","2008","08105","Hualqui",4749.588278059,,
"2008","2008","08106","Lota",12502.117683169,,
"2008","2008","08107","Penco",54498.295707423,,
"2008","2008","08108","San Pedro de la Paz",123210.76254942,,
"2008","2008","08110","Talcahuano",142519.39109135,,
"2008","2008","08111","Tomé",22082.44163467,,
"2008","2008","08112","Hualpén",56505.25034531,,
"2008","2008","08301","Los Ángeles",63098.79416521,,
"2008","2008","08401","Chillán",72955.19535674,,
"2008","2008","09101","Temuco",125573.14192909,,
"2008","2008","09112","Padre Las Casas",10548.145116503,,
"2008","2008","09201","Angol",11660.5814463435,,
"2008","2008","14101","Valdivia",58135.71913786,,
"2008","2008","10101","Puerto Montt",124492.79301498,,
"2008","2008","10301","Osorno",51195.84533868,,
"2008","2008","11101","Coyhaique",26830.494606351,,
"2008","2008","12101","Punta Arenas",72877.9844150325,,
"2008","2008","13101","Santiago",650225.5202985,,
"2008","2008","13102","Cerrillos",164819.5457353,,
"2008","2008","13103","Cerro Navia",50463.6581637,,
"2008","2008","13104","Conchalí",78929.263271,,
"2008","2008","13105","El Bosque",77704.1186832,,
"2008","2008","13106","Estación Central",164084.5024168,,
"2008","2008","13107","Huechuraba",88210.56052301,,
"2008","2008","13108","Independencia",98625.63079819,,
"2008","2008","13109","La Cisterna",130938.585598,,
"2008","2008","13110","La Florida",309891.128734645,,
"2008","2008","13111","La Granja",120727.735029163,,
"2008","2008","13112","La Pintana",89716.9600839,,
"2008","2008","13113","La Reina",153231.8650242,,
"2008","2008","13114","Las Condes",454015.086911,,
"2008","2008","13115","Lo Barnechea",80155.1044513,,
"2008","2008","13116","Lo Espejo",93204.3092633,,
"2008","2008","13117","Lo Prado",80376.4893386,,
"2008","2008","13118","Macul",232610.56645764,,
"2008","2008","13119","Maipú",316832.095821,,
"2008","2008","13120","Ñuñoa",359720.71328725,,
"2008","2008","13121","Pedro Aguirre Cerda",108192.0783037,,
"2008","2008","13122","Peñalolén",180986.7115472,,
"2008","2008","13123","Providencia",322195.06295795,,
"2008","2008","13124","Pudahuel",146351.2249681,,
"2008","2008","13125","Quilicura",165756.66527,,
"2008","2008","13126","Quinta Normal",147435.6015419,,
"2008","2008","13127","Recoleta",98984.1704938,,
"2008","2008","13128","Renca",168547.700097,,
"2008","2008","13129","San Joaquín",110102.28876,,
"2008","2008","13130","San Miguel",127118.2454764,,
"2008","2008","13131","San Ramón",74979.2375875,,
"2008","2008","13132","Vitacura",178903.2397781,,
"2008","2008","13201","Puente Alto",206949.398887,,
"2008","2008","13301","Colina",72854.5317051,,
"2008","2008","13302","Lampa",72744.8746812,,
"2008","2008","13401","San Bernardo",218266.06060946,,
"2009","2009","15101","Arica",88649.04470757,,
"2009","2009","01101","Iquique",175695.39160918,,
"2009","2009","02101","Antofagasta",245905.487969,,
"2009","2009","02201","Calama",186934.2957436,,
"2009","2009","03101","Copiapó",80561.04337982,,
"2009","2009","04101","La Serena",133727.68691405,,
"2009","2009","04102","Coquimbo",114245.41004043,,
"2009","2009","04301","Ovalle",40995.5244569575,,
"2009","2009","05101","Valparaíso",166807.56101713,,
"2009","2009","05103","Concón",39474.60323241,,
"2009","2009","05109","Viña del Mar",301212.0052306,,
"2009","2009","05301","Los Andes",32087.3672508092,,
"2009","2009","05601","San Antonio",49141.9130336783,,
"2009","2009","05701","San Felipe",27887.4461110722,,
"2009","2009","05801","Quilpué",81078.22038669,,
"2009","2009","05804","Villa Alemana",23188.25276828,,
"2009","2009","06101","Rancagua",134328.1388739,,
"2009","2009","06301","San Fernando",28229.707668939,,
"2009","2009","07101","Talca",131651.14160588,,
"2009","2009","07301","Curicó",53564.9548751263,,
"2009","2009","07401","Linares",38214.474846611,,
"2009","2009","08101","Concepción",201126.8524716,,
"2009","2009","08102","Coronel",140605.63226138,,
"2009","2009","08103","Chiguayante",64832.20518817,,
"2009","2009","08105","Hualqui",5845.174826258,,
"2009","2009","08106","Lota",13709.18658042,,
"2009","2009","08107","Penco",56655.785885285,,
"2009","2009","08108","San Pedro de la Paz",138681.05511782,,
"2009","2009","08110","Talcahuano",150479.49861585,,
"2009","2009","08111","Tomé",25133.878294422,,
"2009","2009","08112","Hualpén",64792.30993284,,
"2009","2009","08301","Los Ángeles",87812.05504975,,
"2009","2009","08401","Chillán",88055.08086051,,
"2009","2009","09101","Temuco",132365.53820155,,
"2009","2009","09112","Padre Las Casas",9178.025216554,,
"2009","2009","09201","Angol",17624.4567045757,,
"2009","2009","14101","Valdivia",63586.19830917,,
"2009","2009","10101","Puerto Montt",161467.52660035,,
"2009","2009","10301","Osorno",46169.90681706,,
"2009","2009","11101","Coyhaique",28282.8401887197,,
"2009","2009","12101","Punta Arenas",73693.0970572592,,
"2009","2009","13101","Santiago",531960.870861304,,
"2009","2009","13102","Cerrillos",168588.0110115,,
"2009","2009","13103","Cerro Navia",35151.17732057,,
"2009","2009","13104","Conchalí",93935.0751322,,
"2009","2009","13105","El Bosque",89833.3343443,,
"2009","2009","13106","Estación Central",138665.487965,,
"2009","2009","13107","Huechuraba",120588.88583735,,
"2009","2009","13108","Independencia",107262.350751977,,
"2009","2009","13109","La Cisterna",159091.204594,,
"2009","2009","13110","La Florida",297377.902419205,,
"2009","2009","13111","La Granja",137857.5086414,,
"2009","2009","13112","La Pintana",149804.7796447,,
"2009","2009","13113","La Reina",126442.629214262,,
"2009","2009","13114","Las Condes",327790.4898701,,
"2009","2009","13115","Lo Barnechea",83547.33047,,
"2009","2009","13116","Lo Espejo",99756.5880835,,
"2009","2009","13117","Lo Prado",44608.835907299,,
"2009","2009","13118","Macul",181733.856638505,,
"2009","2009","13119","Maipú",350479.86698273,,
"2009","2009","13120","Ñuñoa",273164.99051,,
"2009","2009","13121","Pedro Aguirre Cerda",92377.0756571,,
"2009","2009","13122","Peñalolén",185187.28886304,,
"2009","2009","13123","Providencia",306715.42343348,,
"2009","2009","13124","Pudahuel",134425.3565997,,
"2009","2009","13125","Quilicura",222340.0939173,,
"2009","2009","13126","Quinta Normal",112530.62130344,,
"2009","2009","13127","Recoleta",110527.35306302,,
"2009","2009","13128","Renca",176901.8883188,,
"2009","2009","13129","San Joaquín",103017.820635163,,
"2009","2009","13130","San Miguel",143883.4631746,,
"2009","2009","13131","San Ramón",72522.465442032,,
"2009","2009","13132","Vitacura",199406.1260842,,
"2009","2009","13201","Puente Alto",254409.9078183,,
"2009","2009","13301","Colina",149958.1948865,,
"2009","2009","13302","Lampa",98001.5853199,,
"2009","2009","13303","Tiltil",445.755341862,,
"2009","2009","13401","San Bernardo",424602.1368623,,
"2017","2017","15101","Arica",114133.73933,,
"2017","2017","01101","Iquique",212893.12299,,
"2017","2017","02101","Antofagasta",295082.99173,,
"2017","2017","02201","Calama",81822.9948,,
"2017","2017","03101","Copiapó",136345.01674,,
"2017","2017","04101","La Serena",285298.1588,,
"2017","2017","04102","Coquimbo",185032.52176,,
"2017","2017","04301","Ovalle",30425.97078,,
"2017","2017","05101","Valparaíso",141683.51108,,
"2017","2017","05103","Concón",33850.95077,,
"2017","2017","05109","Viña del Mar",97632.08321,,
"2017","2017","05301","Los Andes",82761.142579161,,
"2017","2017","05601","San Antonio",111445.475781362,,
"2017","2017","05701","San Felipe",97523.8343485834,,
"2017","2017","05801","Quilpué",30674.32449,,
"2017","2017","05804","Villa Alemana",17619.39469,,
"2017","2017","06101","Rancagua",210700.08989,,
"2017","2017","06301","San Fernando",88322.0472208545,,
"2017","2017","07101","Talca",160291.93522,,
"2017","2017","07301","Curicó",37547.08233,,
"2017","2017","07401","Linares",26017.15197,,
"2017","2017","08101","Concepción",394398.74294,,
"2017","2017","08102","Coronel",145900.78997,,
"2017","2017","08103","Chiguayante",55876.19376,,
"2017","2017","08105","Hualqui",32886.87569,,
"2017","2017","08106","Lota",28737.31051,,
"2017","2017","08107","Penco",70415.80397,,
"2017","2017","08108","San Pedro de la Paz",151209.33094,,
"2017","2017","08110","Talcahuano",145053.34332,,
"2017","2017","08111","Tomé",30756.82502,,
"2017","2017","08112","Hualpén",53741.93654,,
"2017","2017","08301","Los Ángeles",125397.10689,,
"2017","2017","08401","Chillán",167255.22588,,
"2017","2017","09101","Temuco",288263.65125,,
"2017","2017","09112","Padre Las Casas",32030.34402,,
"2017","2017","09201","Angol",12944.61135,,
"2017","2017","14101","Valdivia",95226.67217,,
"2017","2017","10101","Puerto Montt",176117.02389,,
"2017","2017","10301","Osorno",99083.57235,,
"2017","2017","11101","Coyhaique",50384.2479821481,,
"2017","2017","12101","Punta Arenas",48039.51067,,
"2017","2017","13101","Santiago",569026.43617,,
"2017","2017","13102","Cerrillos",273323.33539,,
"2017","2017","13103","Cerro Navia",58505.93113,,
"2017","2017","13104","Conchalí",154059.07277,,
"2017","2017","13105","El Bosque",106999.58293,,
"2017","2017","13106","Estación Central",248764.11166,,
"2017","2017","13107","Huechuraba",194412.56258,,
"2017","2017","13108","Independencia",151447.50201,,
"2017","2017","13109","La Cisterna",184505.8968,,
"2017","2017","13110","La Florida",382627.81877,,
"2017","2017","13111","La Granja",166991.86327,,
"2017","2017","13112","La Pintana",235458.5772,,
"2017","2017","13113","La Reina",168620.8167,,
"2017","2017","13114","Las Condes",504851.82218,,
"2017","2017","13115","Lo Barnechea",118258.86774,,
"2017","2017","13116","Lo Espejo",114546.84757,,
"2017","2017","13117","Lo Prado",73211.71962,,
"2017","2017","13118","Macul",228867.96124,,
"2017","2017","13119","Maipú",540297.37084,,
"2017","2017","13120","Ñuñoa",329831.74685,,
"2017","2017","13121","Pedro Aguirre Cerda",96029.46922,,
"2017","2017","13122","Peñalolén",217049.15331,,
"2017","2017","13123","Providencia",401041.96178,,
"2017","2017","13124","Pudahuel",264590.97097,,
"2017","2017","13125","Quilicura",349056.51712,,
"2017","2017","13126","Quinta Normal",175092.60395,,
"2017","2017","13127","Recoleta",177076.88524,,
"2017","2017","13128","Renca",239411.53176,,
"2017","2017","13129","San Joaquín",125497.52806,,
"2017","2017","13130","San Miguel",151718.44738,,
"2017","2017","13131","San Ramón",101079.31164,,
"2017","2017","13132","Vitacura",338601.18808,,
"2017","2017","13201","Puente Alto",399332.29875,,
"2017","2017","13301","Colina",380180.92604,,
"2017","2017","13302","Lampa",208001.44197,,
"2017","2017","13303","Tiltil",175454.11754,,
"2017","2017","13401","San Bernardo",565575.90136,,
"2018","2018","15101","Arica",135649.75162,,
"2018","2018","01101","Iquique",257661.87931,,
"2018","2018","01107","Alto Hospicio",63494.27692,,
"2018","2018","02101","Antofagasta",356574.52454,,
"2018","2018","02201","Calama",73443.27399,,
"2018","2018","03101","Copiapó",134952.3685,,
"2018","2018","04101","La Serena",277770.80511,,
"2018","2018","04102","Coquimbo",220378.5545,,
"2018","2018","04301","Ovalle",30936.31631,,
"2018","2018","05101","Valparaíso",317164.98421,,
"2018","2018","05102","Casablanca",4070.96411,,
"2018","2018","05103","Concón",80237.61792,,
"2018","2018","05107","Quintero",12640.57067,,
"2018","2018","05109","Viña del Mar",468870.45934,,
"2018","2018","05301","Los Andes",101682.79345247,,
"2018","2018","05501","Quillota",11708.64255,,
"2018","2018","05601","San Antonio",131535.94120024,,
"2018","2018","05701","San Felipe",79462.64721905,,
"2018","2018","05801","Quilpué",146617.44787,,
"2018","2018","05802","Limache",24329.63684,,
"2018","2018","05804","Villa Alemana",120433.679,,
"2018","2018","06101","Rancagua",210073.29677,,
"2018","2018","06105","Doñihue",160.99899,,
"2018","2018","06106","Graneros",4104.30457,,
"2018","2018","06108","Machalí",45235.10225,,
"2018","2018","06110","Mostazal",244.30514,,
"2018","2018","06111","Olivar",2568.04728,,
"2018","2018","06115","Rengo",151.06975,,
"2018","2018","06116","Requínoa",1431.35984,,
"2018","2018","06301","San Fernando",90673.01728002,,
"2018","2018","07101","Talca",171836.69595,,
"2018","2018","07105","Maule",3350.72612,,
"2018","2018","07301","Curicó",46008.13735,,
"2018","2018","07306","Romeral",1795.18271,,
"2018","2018","07401","Linares",25519.50841,,
"2018","2018","08101","Concepción",272381.94969,,
"2018","2018","08102","Coronel",158142.22006,,
"2018","2018","08103","Chiguayante",73420.90497,,
"2018","2018","08104","Florida",55.56443,,
"2018","2018","08105","Hualqui",6858.96523,,
"2018","2018","08106","Lota",16950.59416,,
"2018","2018","08107","Penco",69560.66523,,
"2018","2018","08108","San Pedro de la Paz",228336.04672,,
"2018","2018","08109","Santa Juana",36.76349,,
"2018","2018","08110","Talcahuano",203797.61544,,
"2018","2018","08111","Tomé",32645.81563,,
"2018","2018","08112","Hualpén",93003.94747,,
"2018","2018","08202","Arauco",94.23788,,
"2018","2018","08301","Los Ángeles",125359.57538,,
"2018","2018","08306","Nacimiento",3.517602154,,
"2018","2018","08310","San Rosendo",4.4856328386,,
"2018","2018","08313","Yumbel",20.82497,,
"2018","2018","09101","Temuco",252258.57915,,
"2018","2018","09112","Padre Las Casas",26851.66131,,
"2018","2018","09119","Vilcún",2021.03893,,
"2018","2018","09201","Angol",14729.42051,,
"2018","2018","14101","Valdivia",78663.28854,,
"2018","2018","10101","Puerto Montt",129661.73695,,
"2018","2018","10301","Osorno",104019.37709,,
"2018","2018","11101","Coyhaique",90547.10181969,,
"2018","2018","12101","Punta Arenas",78838.55071,,
"2018","2018","13101","Santiago",512414.67688,,
"2018","2018","13102","Cerrillos",172796.00516,,
"2018","2018","13103","Cerro Navia",49778.2378741264,,
"2018","2018","13104","Conchalí",201803.36346,,
"2018","2018","13105","El Bosque",56842.919,,
"2018","2018","13106","Estación Central",168710.67525,,
"2018","2018","13107","Huechuraba",176687.09486,,
"2018","2018","13108","Independencia",126082.19464,,
"2018","2018","13109","La Cisterna",118114.76411,,
"2018","2018","13110","La Florida",334811.162,,
"2018","2018","13111","La Granja",138943.66698,,
"2018","2018","13112","La Pintana",119118.37576,,
"2018","2018","13113","La Reina",127222.96279,,
"2018","2018","13114","Las Condes",406415.70965,,
"2018","2018","13115","Lo Barnechea",97077.48797,,
"2018","2018","13116","Lo Espejo",78324.157,,
"2018","2018","13117","Lo Prado",53844.69978,,
"2018","2018","13118","Macul",148103.820024685,,
"2018","2018","13119","Maipú",395243.57043,,
"2018","2018","13120","Ñuñoa",219633.47929,,
"2018","2018","13121","Pedro Aguirre Cerda",65095.96882,,
"2018","2018","13122","Peñalolén",148400.3532086,,
"2018","2018","13123","Providencia",322571.77852,,
"2018","2018","13124","Pudahuel",218701.98185,,
"2018","2018","13125","Quilicura",329468.92589,,
"2018","2018","13126","Quinta Normal",134696.11188,,
"2018","2018","13127","Recoleta",131940.28013,,
"2018","2018","13128","Renca",223628.19407,,
"2018","2018","13129","San Joaquín",89739.04709,,
"2018","2018","13130","San Miguel",109472.49126,,
"2018","2018","13131","San Ramón",55002.80482,,
"2018","2018","13132","Vitacura",270090.39131,,
"2018","2018","13201","Puente Alto",317268.40951,,
"2018","2018","13202","Pirque",20135.94385,,
"2018","2018","13203","San José de Maipo",15610.03171,,
"2018","2018","13301","Colina",323911.35254,,
"2018","2018","13302","Lampa",167193.68346,,
"2018","2018","13303","Tiltil",96519.51466,,
"2018","2018","13401","San Bernardo",308456.70331,,
"2018","2018","13402","Buin",101165.36882,,
"2018","2018","13403","Calera de Tango",39779.54494,,
"2018","2018","13404","Paine",67416.97906,,
"2018","2018","13501","Melipilla",25631.72144,,
"2018","2018","13503","Curacaví",68.80433,,
"2018","2018","13601","Talagante",61987.47002,,
"2018","2018","13602","El Monte",24331.8096,,
